Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules
Perineural Invasion Present,A yes/no indicator to ask if perineural invasion or infiltration of tumor or cancer is present.,"Yes, No, unknown, Not Reported",,,FALSE,Diagnosis,,https://cadsr.cancer.gov/onedata/dmdirect/NIH/NCI/CO/CDEDD?filter=CDEDD.ITEM_ID=64181&version=3.0,
Residual Disease,Text terms to describe the status of a tissue margin following surgical resection.,"R0, R1, R2, RX, unknown, Not Reported",,,FALSE,Diagnosis,,https://cadsr.cancer.gov/onedata/dmdirect/NIH/NCI/CO/CDEDD?filter=CDEDD.ITEM_ID=2608702&version=1.0,
Synchronous Malignancy,"A yes/no/unknown indicator used to describe whether the patient had an additional malignant diagnosis at the same time the tumor used for sequencing was diagnosed. If both tumors were sequenced, both tumors would have synchronous malignancies.","Yes, No, unknown, Not Reported",,,FALSE,Diagnosis,,https://cadsr.cancer.gov/onedata/dmdirect/NIH/NCI/CO/CDEDD?filter=CDEDD.ITEM_ID=6142390&version=1.0,
Tumor Confined to Organ of Origin,The yes/no/unknown indicator used to describe whether the tumor is confined to the organ where it originated and did not spread to a proximal or distant location within the body.,"Yes, No, unknown, Not Reported",,,FALSE,Diagnosis,,https://cadsr.cancer.gov/onedata/dmdirect/NIH/NCI/CO/CDEDD?filter=CDEDD.ITEM_ID=4925494&version=1.0,
Tumor Focality,The text term used to describe whether the patient's disease originated in a single location or multiple locations.,"Multifocal, Unifocal, unknown, Not Reported",,,FALSE,Diagnosis,,https://cadsr.cancer.gov/onedata/dmdirect/NIH/NCI/CO/CDEDD?filter=CDEDD.ITEM_ID=3174022&version=1.0,
Tumor Largest Dimension Diameter,"Numeric value used to describe the maximum diameter or dimension of the primary tumor, measured in centimeters.",,,,FALSE,Diagnosis,,https://cadsr.cancer.gov/onedata/dmdirect/NIH/NCI/CO/CDEDD?filter=CDEDD.ITEM_ID=64215&version=3.0,
Vascular Invasion Present,The yes/no indicator to ask if large vessel or venous invasion was detected by surgery or presence in a tumor specimen.,"Yes - Vascular Invasion Present, No, unknown, Not Reported, Not Allowed To Collect",,,FALSE,Diagnosis,,https://cadsr.cancer.gov/onedata/dmdirect/NIH/NCI/CO/CDEDD?filter=CDEDD.ITEM_ID=64358&version=3.0,
Yes - Vascular Invasion Present,Indicates venous invasion was detected by surgery or presence in a tumor specimen,,Vascular Invasion Type,,FALSE,Diagnosis,,,
Vascular Invasion Type,Text term that represents the type of vascular tumor invasion.,"Extramural, Intramural, Macro, Micro, No Vascular Invasion, unknown, Not Reported",,,FALSE,Diagnosis,,https://cadsr.cancer.gov/onedata/dmdirect/NIH/NCI/CO/CDEDD?filter=CDEDD.ITEM_ID=3168001&version=1.0,
Year of Diagnosis,Numeric value to represent the year of an individual's initial pathologic diagnosis of cancer.,,,,FALSE,Diagnosis,,https://cadsr.cancer.gov/onedata/dmdirect/NIH/NCI/CO/CDEDD?filter=CDEDD.ITEM_ID=2896960&version=1.0,
Morphology,"The third edition of the International Classification of Diseases for Oncology, published in 2000 used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms. The study of the structure of the cells and their arrangement to constitute tissues and, finally, the association among these to form organs. In pathology, the microscopic process of identifying normal and abnormal morphologic characteristics in tissues, by employing various cytochemical and immunocytochemical stains. A system of numbered categories for representation of data.",,,,TRUE,Diagnosis,,https://cadsr.cancer.gov/onedata/dmdirect/NIH/NCI/CO/CDEDD?filter=CDEDD.ITEM_ID=3226275&version=1.0,
Topography Code,"Topography Code, indicating site within the body, based on ICD-O-3.","C00.0, C00.1, C00.2, C00.3, C00.4, C00.5, C00.6, C00.8, C01.9, C02.0, C02.1, C02.2, C02.3, C02.4, C02.8, C02.9, C03.0, C03.1, C03.9, C04.0, C04.1, C04.8, C04.9, C05.0, C05.1, C05.2, C05.8, C05.9, C06.0, C06.1, C06.2, C06.8, C06.9, C07.9, C08.0, C08.1, C08.8, C08.9, C09.0, C09.1, C09.8, C09.9, C10.0, C10.1, C10.2, C10.3, C10.4, C10.8, C10.9, C11.0, C11.1, C11.2, C11.3, C11.8, C11.9, C12.9, C13.0, C13.1, C13.2, C13.8, C13.9, C14.0, C14.2, C14.8, C15.0, C15.1, C15.2, C15.3, C15.4, C15.5, C15.8, C15.9, C16.0, C16.1, C16.2, C16.3, C16.4, C16.5, C16.6, C16.8, C16.9, C17.0, C17.1, C17.2, C17.3, C17.8, C17.9, C18.0, C18.1, C18.2, C18.3, C18.4, C18.5, C18.6, C18.7, C18.8, C18.9, C19.9, C20.9, C21.0, C21.1, C21.2, C21.8, C22.0, C22.1, C23.9, C24.0, C24.1, C24.8, C24.9, C25.0, C25.1, C25.2, C25.3, C25.4, C25.7, C25.8, C25.9, C26.0, C26.8, C26.9, C30.0, C30.1, C31.0, C31.1, C31.2, C31.3, C31.8, C31.9, C32.0, C32.1, C32.2, C32.3, C32.8, C32.9, C33.9, C34.0, C34.1, C34.2, C34.3, C34.8, C34.9, C37.9, C38.0, C38.1, C38.2, C38.3, C38.4, C38.8, C39.0, C39.8, C39.9, C40.0, C40.1, C40.3, C40.8, C40.9, C41.0, C41.1, C41.2, C41.3, C41.4, C41.8, C41.9, C42.0, C42.1, C42.2, C42.3, C42.4, C44.0, C44.1, C44.2, C44.3, C44.4, C44.5, C44.6, C44.7, C47.0, C47.1, C47.2, C47.3, C47.4, C47.5, C47.6, C47.8, C47.9, C48.0, C48.1, C48.2, C48.8, C49.0, C49.1, C49.2, C49.3, C49.4, C49.5, C49.6, C49.8, C49.9, C50.0, C50.1, C50.2, C50.3, C50.4, C50.5, C50.6, C50.8, C50.9, C51.0, C51.1, C51.2, C51.8, C51.9, C52.9, C53.0, C53.1, C53.8, C53.9, C54.0, C54.1, C54.2, C54.3, C54.8, C54.9, C55.9, C56.9, C57.0, C57.1, C57.2, C57.3, C57.4, C57.7, C57.8, C57.9, C60.0, C60.1, C60.2, C60.8, C60.9, C61.9, C62.0, C62.1, C62.9, C63.0, C63.1, C63.2, C63.7, C63.8, C63.9, C64.9, C65.9, C66.9, C67.0, C67.1, C67.2, C67.4, C67.6, C67.7, C67.8, C67.9, C68.0, C68.1, C68.8, C68.9, C69.0, C69.1, C69.2, C69.3, C69.4, C69.5, C69.6, C69.8, C69.9, C70.0, C70.1, C70.9, C71.0, C71.1, C71.2, C71.3, C71.4, C71.5, C71.6, C71.7, C71.8, C71.9, C72.0, C72.1, C72.2, C72.3, C72.4, C72.5, C72.8, C72.9, C73.9, C74.0, C74.1, C74.9, C75.0, C75.1, C75.2, C75.3, C75.4, C75.5, C75.8, C75.9, C76.0, C76.1, C76.2, C76.3, C76.4, C76.5, C76.7, C76.8, C77.0, C77.1, C77.2, C77.3, C77.4, C77.5, C77.8, C77.9, C80.9,unknown,Not Reported",,,FALSE,Diagnosis,,,
Additional Topography,Topography not included in the ICD-O-3 Topography codes.,"Skin of scalp, Skin of eye lid, Skin of nose, Skin of lip, Skin of ear, Skin of neck, Skin of other parts of face, Skin of chest, Skin of back, Skin of abdomen, Skin of trunk, Skin of breast, Skin of upper limb and shoulder, Skin of palm, Skin of lower limb and hip, Skin of sole, Skin of penis, Skin of scrotum, Skin of vulva, Skin NOS, Hilar Airway, Peri-tumoral Airway, Not Reported",,,FALSE,Diagnosis,,,
Lung Cancer Detection Method Type,"The means, manner of procedure, or systematic course of actions performed in order to discover or identify lung cancer","Low Dose Computed Tomography (LDCT), Chest X-ray, Chest CT, unknown, Data not available, Other",,,FALSE,Lung Cancer Tier 3,,,
Lung Cancer Participant Procedure History,Text name of a surgical or operative procedure used in a natural history protocol of a lung cancer participant.,"Lobectomy Bilateral, Lobectomy Left, Lobectomy Right, Lung Wedge Resection Bilateral, Lung Wedge Resection Left, Lung Wedge Resection Multiple, Lung Wedge Resection Right, Pneumonectomy Left, Pneumonectomy Right, Endobronchial biopsy, Mediastinoscopy, VATS Sclerosis, Brain resection, Segmentectomy, unknown, Other, Not Reported",,,FALSE,Lung Cancer Tier 3,,,
Lung Adjacent Histology Type,The type of morphologic characteristics observed by microscope in the tissue next to a benign or malignant tissue growth,"Lung adenocarcinoma, Adenosquamous carcinoma, Carcinoid tumor and lung atypical carcinoid tumor, Lung adenocarcinoma in situ, Large cell lung carcinoma, Large cell neuroendocrine carcinoma, Lung lymphoepithelioma-like carcinoma, Bronchioalveolar carcinoma, Thoracic NUT carcinoma, Sarcomatoid carcinoma, Small cell lung carcinoma, Squamous cell lung carcinoma, Lung squamous cell carcinoma in situ, Other, unknown, Not Reported",,,FALSE,Lung Cancer Tier 3,,,
Lung Tumor Location Anatomic Site,Anatomic location of the tumor inside the lung,"Main carina, Left, Right, unknown, Not Reported",,,FALSE,Lung Cancer Tier 3,,,
Lung Tumor Lobe Bronchial Location,Anatomic lobe and bronchial location of the tumor inside the lung,"Upper lobe, Middle lobe, Lower lobe, Stump, Bronchus, unknown, Not Reported",,,FALSE,Lung Cancer Tier 3,,,
Current Lung Cancer Symptoms,Reported lung cancer related symptoms person is currently experiencing,"asbestosis, productive cough, non-productive cough, wheezing, rhonci, crackles, hemoptysis, dyspnea, unexplained weight loss, unexplained loss of energy/fatigue, chest pain or discomfort, dysphagia, pneumonia, hoarseness/laryngitis/vocal cord inflammation, air entry decreased/fair/poor/diminished, fair/poor aeration, shallow inspiration, breath sounds coarse/diminished, dullness to percussion, abnormal breath sounds, clear lungs to auscultation or percussion, unlabored/normal breathing, cold symptoms/flu/sinus/nasal congestion, sinus pain/infection, finger clubbing, no evidence of lung cancer recurrence, patient is NED, oxygen supplemental-portable O2 at night or continuous, prolonged expiration-long/forced expiratory phase, Other, unknown, Not Reported",,,FALSE,Lung Cancer Tier 3,,,
Lung Topography,Lung PCA specific topography (not covered in previous tiers),"MC-Carina between right and left lungs (main carina), TR -Trachea (airway wall between tracheo-esophageal bifurcation and main carina), Carina NOS (Carina not otherwise specified), LUDB-Carina between the lingula and upper division left upper lobe, Carina between LUDB orifice and lingula orifice, LUDB-orifice airway wall between LUDB and LB3(LB1+2 carinae), Lingula orifice airway wall between LUDB and LB4/5 carinae, RMB-Right mainstem bronchus(airway wall between MC & RUL carina), LMB-Left mainstem bronchus(airway wall between MC & LUL carina), RL NOS (Right lung not otherwise specified), RB1/2 - Carina between apical and posterior segments right upper lobe (Carina between RB1 orifice and RB2 orifice), RB6A/B - Carina between apical and lateral subsegments superior segment RLL, RB6A/C - Carina between apical and medial subsegments superior segment RLL, RB6B/C - Carina between medial and lateral subsegments superior segment RLL, RB7A/B - Carina between medial and lateral subsegments medial basal segment RLL, RB8/9 - Carina between anterior and lateral segments RLL (Carina between RB8 orifice and RB9 orifice), RB8A/B - Carina between medial and lateral subsegments anterior segment RLL, RB9/10 - Carina between lateral and posterior segments RLL, RB9A/B - Carina between medial and lateral subsegments lateral segment RLL, RB10A/B - Carina between medial and lateral subsegments posterior segment RLL, RB10A/C - Carina between medial and apical subsegments posterior segment RLL, RB1A/B - Carina between medial and lateral subsegments apical segment RUL, RB10B/C - Carina between medial and lateral subsegments posterior segment RLL, RB6 - Carina of superior segment RLL (Carina between RB6 orifice and lower portion of RLL orifice), RB6 orifice Airway wall between RB6 and RB6A/B/C carinae, Bronchus Intermedius Bronchus (airway wall) between right upper and right middle lobes, RB1/3 - Carina between apical and anterior segments RUL (Carina between RB1 orifice and RB3 orifice), RB2/3 - Carina between anterior and posterior segments RUL (Carina between RB2 orifice and RB3 orifice), RB2A/B - Carina between the medial and lateral subsegments of the posterior segment (RUL), RB3A/B - Carina between the medial and lateral subsegments of the anterior segment RUL, RB4/5 - Carina between the lateral and medial segments right middle lobe (Carina between RB4 orifice and RB5 orifice), RB4A/B - Carina between the medial and lateral subsegments of the lateral segment of the right middle lobe, RB5A/B - Carina between the medial and lateral subsegments of the medial segment of the right middle lobe, RUL Carinae between RUL orifice and bronchus intermedius, RUL orifice Airway wall between RUL and RB1/RB2/RB3, RB1 orifice Apical segment - right upper lobe(airway wall between RB1 and RB1A/B carinae), RB2 orifice Posterior segment - right upper lobe(airway wall between RB2 and RB2A/B carinae), RB3 orifice Anterior segment - right upper lobe(airway wall between RB3 and RB3A/B carinae), RML - Carina between RML orifice and RLL orifice, RML orifice Airway wall between RML and RB4/5, RB4 orifice Lateral segment right middle lobe (airway wall between RB4 and RB4A/B carinae), RB5 orifice Medial segment right middle lobe (airway wall between RB5 and RB5A/B carinae), RLL orifice Airway wall between RML and RB6-10 carinae, RB7 Medial basal segment right lower lobe (Carina at RB7 orifice takeoff from RLL orifice), RB7 orifice Airway wall between RB7 and RB7A/B carinae, RB8 orifice Anterior segment right lower lobe(airway wall between RB8 and RB8A/B carinae), RB9 orifice Lateral segment right lower lobe(airway wall between RB9 and RB9A/B carinae), RB10 Posterior segment right lower lobe (Carina at RB10 orifice takeoff from RLL orifice), RB10 orifice Airway wall between RB10 and RB10A/B carinae, LL NOS (Left lung not otherwise specified), LB1/2  Carina between apical and posterior segment left upper lobe (Carina between LB1 orifice and LB2 orifice), LB4/5  Carina between superior and inferior segment lingula (Carina between LB4 orifice and LB5 orifice), LB4A/B  Carina between medial and lateral subsegments superior segment lingula, LB5A/B  Carina between the medial and lateral subsegments inferior segment lingula, LB6A/B  Carina between the superior and lateral subsegments superior segment LLL, LB6A/C  Carina between the superior and medial subsegments of superior segment LLL, LB6B/C  Carina between the medial and lateral subsegments of the superior segment LLL, LB8/9  Carina between the anterior and lateral segments LLL (Carina between LB8 orifice and LB9 orifice), LB8A/B  Carina between the medial and lateral subsegments of the anterior segment LLL, LB9/10  Carina between the lateral and posterior segments LLL (Carina between LB9 orifice and LB10 orifice), LB9A/B  Carina between the medial and lateral subsegments of the lateral segment LLL, LB1A/B  Carina between the lateral and medial subsegments of the apical segment of the LUL, LB10A/B  Carina between the apical and lateral subsegments of the posterior segment of the LLL, LB10A/C  Carina between the apical and medial segments of the posterior segment of the LLL, LB10B/C  Carina between the medial and lateral subsegments of the posterior segment of the LLL, LB1+2 orifice  The apico-posterior segment of the left upper lobe (airway wall between LB1+2/3 carina and LB1 or LB2), LB6  The superior segment of the left lower lobe (Carina between LB6 orifice and lower portion of LLL orifice), LB6 orifice Airway wall between LB6 and LB6A/B carinae, LB1A/C  Carina between the apical and lateral subsegments of the apical segment left upper lobe, LB1B/C  Carina between the medial and lateral subsegments of the apical segment of the left upper lobe, LB2A/B  Carina between the apical and lateral subsegments of the posterior segment of the left upper lobe, LB2A/C  Carina between the apical and medial subsegments of the posterior segment of the left upper lobe, LB2B/C  Carina between the medial and lateral subsegments of the posterior segment left upper lobe, LB1+2/3  Carina between the apico-posterior and anterior segments of the left upper lobe (Carina between LB1+2 orifice and LB3 orifice), LB3A/B Carina between the apical and lateral subsegments of the anterior segment of the left upper lobe , LUL Carina between the LUL orifice and LLL orifice (airways), LUL orifice Airway wall between LUL and LUDB, LB3 orifice Anterior segment left upper lobe(airway wall between LB3 and LB3A/B carinae), LB4 orifice Superior segment lingula(airway wall between LB4 and LB4A/B carinae), LB5 orifice Inferior segment lingula(airway wall between LB5 and LB5A/B carinae), LLL orifice Airway wall between LUL carina and LB6-10 carinae, LB9 orifice Lateral segment left lower lobe(airway wall between LB9 and LB9A/B carinae), LB8 orifice Anterior segment left lower lobe(airway wall between LB8 and LB8A/B carinae), LB10 orifice  Posterior segment left lower lobe(airway wall between LB10 and LB10A/B carinae), Other, unknown, Not Reported",,,FALSE,Lung Cancer Tier 3,,,
Lung Cancer Harboring Genomic Aberrations,Genomic aberrations in participants with lung cancer (specific lung cancer associated gene mutations not covered in Tiers 1 and 2),"G12A KRAS mutation, G12C KRAS mutation, G12D KRAS mutation, G12R KRAS mutation, G12S KRAS mutation, G12V KRAS mutation, G13D KRAS mutation, G13R KRAS mutation, G13C KRAS mutation, G13A KRAS mutation, G13V KRAS mutation, Q61L KRAS mutation, Q61H KRAS mutation, A146T KRAS mutation, G719X EGFR mutation, T790M EGFR mutation, C797S EGFR mutation, L858R EGFR mutation, L861Q EGFR mutation, Exon 19 deletion, Exon 20 insertion, EML4-ALK translocation-variant 1, EML4-ALK translocation-variant 2, EML4-ALK translocation-variant 3, EML4-ALK translocation-variant 4, EML4-ALK translocation-variant 5, V600E BRAF mutation, V600D BRAF mutation, V600K BRAF mutation, V600R BRAF mutation, K601E BRAF mutation, D963 splice MET mutation, D1010N MET mutation, D1010 splice MET mutation, Intron 13 mutation, Intron 14 mutation, Exon 14 mutation, Exon 14 deletion, Other, unknown, Not Reported",,,FALSE,Lung Cancer Tier 3,,,
